Time [ms],,,Intensity
3686734,,,51033
3687131,,,50977
3687527,,,50984
3687924,,,50993
3688321,,,50903
3688718,,,50853
3689115,,,50866
3689511,,,50932
3689908,,,50882
3690305,,,50833
3690702,,,50566
3691098,,,50766
3691496,,,50650
3691892,,,50760
3692289,,,50616
3692686,,,50584
3693083,,,50536
3693480,,,50406
3693875,,,50567
3694272,,,50540
3694670,,,50472
3695067,,,50456
3695464,,,50464
3695860,,,50398
3696257,,,50464
3696654,,,50541
3697051,,,50397
3697448,,,50393
3697845,,,50462
3698241,,,50379
3698638,,,50301
3699035,,,50347
3699432,,,50413
3699829,,,50307
3700225,,,50210
3700622,,,50360
3701019,,,50265
3701416,,,50197
3701813,,,50350
3702210,,,50242
3702606,,,50330
3703002,,,50190
3703400,,,50129
3703797,,,50050
3704194,,,50192
3704590,,,50150
3704987,,,49956
3705384,,,50043
3705781,,,50086
3706178,,,50156
3706573,,,50030
3706971,,,50052
3707368,,,50049
3707765,,,49995
3708162,,,50047
3708559,,,49967
3708955,,,49967
3709352,,,49971
3709749,,,49956
3710145,,,49871
3710542,,,49906
3710939,,,49992
3711336,,,50047
3711733,,,50093
3712130,,,49888
3712527,,,50035
3712923,,,49975
3713319,,,49896
3713717,,,49973
3714114,,,49848
3714511,,,50120
3714908,,,50009
3715304,,,49938
3715701,,,50038
3716098,,,50114
3716495,,,50044
3716892,,,50016
3717288,,,49917
3717685,,,49942
3718082,,,50058
3718479,,,49831
3718876,,,49751
3719272,,,49792
3719669,,,49898
3720066,,,49844
3720463,,,50008
3720860,,,49797
3721257,,,49852
3721653,,,49873
3722049,,,49851
3722446,,,49845
3722844,,,49835
3723241,,,49863
3723637,,,49656
3724034,,,49845
3724431,,,49926
3724828,,,49785
3725225,,,49742
3725621,,,49838
3726018,,,49787
3726415,,,49649
3726812,,,49672
3727209,,,49681
3727606,,,49643
3728002,,,49731
3728399,,,49681
3728796,,,49498
3729192,,,49651
3729589,,,49668
3729986,,,49652
3730383,,,49690
3730780,,,49606
3731177,,,49699
3731574,,,49611
3731970,,,49669
3732367,,,49425
3732764,,,49739
3733161,,,49532
3733558,,,49603
3733955,,,49670
3734351,,,49550
3734748,,,49582
3735145,,,49643
3735542,,,49583
3735939,,,49605
3736335,,,49600
3736732,,,49582
3737129,,,49539
3737526,,,49439
3737923,,,49480
3738319,,,49480
3738716,,,49552
3739113,,,49557
3739510,,,49394
3739907,,,49592
3740304,,,49544
3740700,,,49510
3741096,,,49290
3741493,,,49628
3741890,,,49409
3742288,,,49500
3742684,,,49408
3743081,,,49415
3743478,,,49495
3743875,,,49407
3744272,,,49360
3744668,,,49559
3745065,,,49363
3745462,,,49345
3745859,,,49209
3746256,,,49232
3746653,,,49360
3747049,,,49208
3747446,,,49433
3747843,,,49345
3748240,,,49426
3748636,,,49264
3749033,,,49363
3749430,,,49377
3749827,,,49354
3750224,,,49265
3750621,,,49374
3751017,,,49300
3751414,,,49406
3751811,,,49343
3752208,,,49464
3752605,,,49443
3753002,,,49296
3753397,,,49389
3753794,,,49199
3754192,,,49188
3754589,,,49276
3754986,,,49321
3755382,,,49254
3755779,,,49134
3756176,,,49203
3756573,,,49161
3756970,,,49212
3757366,,,49014
3757763,,,49161
3758160,,,49165
3758557,,,49087
3758954,,,49247
3759351,,,49224
3759747,,,49130
3760144,,,49210
3760540,,,49280
3760938,,,49093
3761335,,,49208
3761731,,,49227
3762128,,,49104
3762525,,,49123
3762922,,,49051
3763319,,,49230
3763715,,,49105
3764112,,,49007
3764509,,,49226
3764906,,,49050
3765303,,,49131
3765700,,,49092
3766096,,,49004
3766493,,,49115
3766890,,,49053
3767287,,,48964
3767684,,,49003
3768080,,,48811
3768477,,,49032
3768874,,,49166
3769270,,,48908
3769668,,,48970
3770064,,,49076
3770461,,,49145
3770858,,,49198
3771255,,,49244
3771652,,,49151
3772049,,,49101
3772444,,,49357
3772841,,,49358
3773238,,,49386
3773636,,,49490
3774033,,,49574
3774429,,,49433
3774826,,,49494
3775223,,,49597
3775620,,,49600
3776017,,,49537
3776413,,,49510
3776810,,,49537
3777207,,,49483
3777604,,,49485
3778001,,,49440
3778398,,,49281
3778794,,,49315
3779191,,,49366
3779587,,,49292
3779985,,,49286
3780382,,,49200
3780778,,,49276
3781175,,,49106
3781572,,,48962
3781969,,,49091
3782366,,,48910
3782762,,,49091
3783159,,,49042
3783556,,,48933
3783953,,,48929
3784350,,,49058
3784747,,,48838
3785143,,,49094
3785540,,,48968
3785937,,,49032
3786334,,,48999
3786731,,,48997
3787127,,,48835
3787524,,,48929
3787921,,,48994
3788317,,,48822
3788714,,,48998
3789111,,,48862
3789508,,,48769
3789905,,,48812
3790302,,,49006
3790699,,,48836
3791096,,,48842
3791491,,,48872
3791889,,,48854
3792286,,,48723
3792683,,,48816
3793080,,,48779
3793476,,,48725
3793873,,,48853
3794270,,,48719
3794667,,,48678
3795064,,,48533
3795460,,,48786
3795857,,,48814
3796254,,,48660
3796651,,,48713
3797048,,,48625
3797445,,,48726
3797841,,,48726
3798238,,,48706
3798635,,,48713
3799032,,,48598
3799429,,,48673
3799825,,,48711
3800221,,,48597
3800618,,,48701
3801016,,,48559
3801413,,,48725
3801809,,,48856
3802206,,,48804
3802603,,,48775
3803000,,,48842
3803397,,,48807
3803794,,,49102
3804189,,,48947
3804587,,,49002
3804984,,,49153
3805381,,,48991
3805778,,,48981
3806174,,,49108
3806571,,,49070
3806968,,,49063
3807365,,,49172
3807761,,,49128
3808158,,,49005
3808555,,,48976
3808952,,,49102
3809349,,,48935
3809746,,,48903
3810143,,,48843
3810538,,,48784
3810936,,,48798
3811333,,,48896
3811730,,,48942
3812127,,,48910
3812523,,,48643
3812920,,,48709
3813317,,,48644
3813714,,,48756
3814111,,,48691
3814507,,,48587
3814904,,,48733
3815301,,,48568
3815698,,,48533
3816095,,,48697
3816491,,,48653
3816888,,,48600
3817285,,,48756
3817682,,,48596
3818079,,,48782
3818476,,,48801
3818872,,,48821
3819269,,,49013
3819665,,,48807
3820062,,,48931
3820460,,,48869
3820856,,,48983
3821253,,,49081
3821650,,,49109
3822047,,,49098
3822444,,,49096
3822841,,,49149
3823237,,,49029
3823634,,,49040
3824031,,,48946
3824428,,,48816
3824825,,,48865
3825221,,,48876
3825618,,,48798
3826015,,,48744
3826412,,,48776
3826808,,,48612
3827206,,,48739
3827602,,,48709
3827999,,,48577
3828396,,,48460
3828793,,,48433
3829190,,,48514
3829586,,,48570
3829983,,,48551
3830380,,,48402
3830777,,,48473
3831174,,,48590
3831569,,,48414
3831967,,,48402
3832364,,,48495
3832761,,,48380
3833158,,,48420
3833555,,,48426
3833951,,,48465
3834348,,,48394
3834745,,,48263
3835142,,,48411
3835538,,,48441
3835935,,,48536
3836332,,,48406
3836729,,,48403
3837126,,,48388
3837523,,,48575
3837919,,,48430
3838316,,,48415
3838712,,,48480
3839109,,,48362
3839506,,,48332
3839904,,,48358
3840299,,,48252
3840697,,,48407
3841093,,,48363
3841491,,,48207
3841887,,,48432
3842284,,,48409
3842681,,,48334
3843078,,,48273
3843475,,,48426
3843872,,,48337
3844268,,,48365
3844664,,,48360
3845062,,,48364
3845459,,,48255
3845856,,,48314
3846253,,,48237
3846649,,,48269
3847046,,,48365
3847442,,,48111
3847840,,,48272
3848236,,,48286
3848633,,,48164
3849029,,,48246
3849427,,,48238
3849824,,,48280
3850221,,,48277
3850617,,,48119
3851013,,,48306
3851411,,,48199
3851808,,,48213
3852205,,,48287
3852602,,,48307
3852998,,,48058
3853394,,,48173
3853792,,,48132
3854189,,,48202
3854586,,,48235
3854982,,,48160
3855379,,,48298
3855776,,,48237
3856173,,,48250
3856570,,,48283
3856965,,,48205
3857363,,,48312
3857760,,,48290
3858157,,,48309
3858554,,,48313
3858951,,,48181
3859347,,,48304
3859743,,,48256
3860141,,,48190
3860537,,,48236
3860935,,,48077
3861331,,,48164
3861728,,,48137
3862125,,,48090
3862522,,,48032
3862919,,,48171
3863314,,,48043
3863712,,,48036
3864108,,,48170
3864506,,,48024
3864903,,,48008
3865300,,,47982
3865696,,,47980
3866093,,,47992
3866490,,,48100
3866886,,,47914
3867284,,,48072
3867680,,,48111
3868077,,,48017
3868473,,,47956
3868871,,,48037
3869267,,,47903
3869663,,,47979
3870061,,,47998
3870457,,,47927
3870855,,,48025
3871252,,,47928
3871649,,,47977
3872044,,,47888
3872442,,,48109
3872838,,,47997
3873236,,,48002
3873633,,,47813
3874029,,,47922
3874426,,,47894
3874823,,,47946
3875220,,,47916
3875616,,,48035
